Variable 1,Variable 2,Correlation (Total),Correlation (Churn=0),Correlation (Churn=1),Correlation (Total) (ABS),Correlation (Churn=0) (ABS),Correlation (Churn=1) (ABS)
last_day_rch_amt_6,og_others_7,-0.0028,-0.0029,-0.0034,0.0028,0.0029,0.0034
last_day_rch_amt_6,og_others_8,-0.0046,-0.005,-0.0102,0.0046,0.005,0.0102
last_day_rch_amt_6,total_og_mou_6,0.1996,0.2115,0.1308,0.1996,0.2115,0.1308
last_day_rch_amt_6,total_og_mou_7,0.1754,0.1833,0.1068,0.1754,0.1833,0.1068
last_day_rch_amt_6,total_og_mou_8,0.1373,0.1442,0.0417,0.1373,0.1442,0.0417
last_day_rch_amt_6,loc_ic_t2t_mou_6,0.0456,0.0471,0.0258,0.0456,0.0471,0.0258
last_day_rch_amt_6,loc_ic_t2t_mou_7,0.0423,0.0434,0.023,0.0423,0.0434,0.023
last_day_rch_amt_6,loc_ic_t2t_mou_8,0.0392,0.0396,0.0195,0.0392,0.0396,0.0195
last_day_rch_amt_6,loc_ic_t2m_mou_6,0.117,0.1223,0.0568,0.117,0.1223,0.0568
last_day_rch_amt_6,loc_ic_t2m_mou_7,0.1155,0.119,0.0635,0.1155,0.119,0.0635
last_day_rch_amt_6,loc_ic_t2m_mou_8,0.0992,0.102,0.0523,0.0992,0.102,0.0523
last_day_rch_amt_6,loc_ic_t2f_mou_6,0.0701,0.0724,0.0345,0.0701,0.0724,0.0345
last_day_rch_amt_6,loc_ic_t2f_mou_7,0.0681,0.0693,0.0519,0.0681,0.0693,0.0519
last_day_rch_amt_6,loc_ic_t2f_mou_8,0.0612,0.063,0.0279,0.0612,0.063,0.0279
last_day_rch_amt_6,loc_ic_mou_6,0.1135,0.1189,0.0537,0.1135,0.1189,0.0537
last_day_rch_amt_6,loc_ic_mou_7,0.111,0.1147,0.0567,0.111,0.1147,0.0567
last_day_rch_amt_6,loc_ic_mou_8,0.0979,0.1006,0.0502,0.0979,0.1006,0.0502
last_day_rch_amt_6,std_ic_t2t_mou_6,0.0361,0.0374,0.0292,0.0361,0.0374,0.0292
last_day_rch_amt_6,std_ic_t2t_mou_7,0.0316,0.0341,0.0101,0.0316,0.0341,0.0101
last_day_rch_amt_6,std_ic_t2t_mou_8,0.0253,0.0258,0.0105,0.0253,0.0258,0.0105
last_day_rch_amt_6,std_ic_t2m_mou_6,0.0441,0.0466,0.0279,0.0441,0.0466,0.0279
last_day_rch_amt_6,std_ic_t2m_mou_7,0.0416,0.0423,0.0297,0.0416,0.0423,0.0297
last_day_rch_amt_6,std_ic_t2m_mou_8,0.031,0.0316,0.0091,0.031,0.0316,0.0091
last_day_rch_amt_6,std_ic_t2f_mou_6,0.0503,0.0526,0.0222,0.0503,0.0526,0.0222
last_day_rch_amt_6,std_ic_t2f_mou_7,0.0506,0.0502,0.0697,0.0506,0.0502,0.0697
last_day_rch_amt_6,std_ic_t2f_mou_8,0.0432,0.0437,0.0668,0.0432,0.0437,0.0668
last_day_rch_amt_6,std_ic_mou_6,0.0593,0.0625,0.0382,0.0593,0.0625,0.0382
last_day_rch_amt_6,std_ic_mou_7,0.0544,0.0562,0.0324,0.0544,0.0562,0.0324
last_day_rch_amt_6,std_ic_mou_8,0.0423,0.0432,0.0177,0.0423,0.0432,0.0177
last_day_rch_amt_6,total_ic_mou_6,0.1297,0.1352,0.0731,0.1297,0.1352,0.0731
last_day_rch_amt_6,total_ic_mou_7,0.1217,0.1254,0.0701,0.1217,0.1254,0.0701
last_day_rch_amt_6,total_ic_mou_8,0.1024,0.1057,0.0404,0.1024,0.1057,0.0404
last_day_rch_amt_6,spl_ic_mou_6,-0.0109,-0.0119,-0.0089,0.0109,0.0119,0.0089
last_day_rch_amt_6,spl_ic_mou_7,-0.0477,-0.0512,-0.0196,0.0477,0.0512,0.0196
last_day_rch_amt_6,spl_ic_mou_8,-0.0576,-0.0632,-0.0118,0.0576,0.0632,0.0118
last_day_rch_amt_6,isd_ic_mou_6,0.0374,0.0354,0.0565,0.0374,0.0354,0.0565
last_day_rch_amt_6,isd_ic_mou_7,0.0299,0.029,0.0371,0.0299,0.029,0.0371
last_day_rch_amt_6,isd_ic_mou_8,0.0209,0.0218,0.0053,0.0209,0.0218,0.0053
last_day_rch_amt_6,ic_others_6,0.0073,0.0069,0.0124,0.0073,0.0069,0.0124
last_day_rch_amt_6,ic_others_7,0.0079,0.0077,0.0089,0.0079,0.0077,0.0089
last_day_rch_amt_6,ic_others_8,0.0042,0.0031,0.0276,0.0042,0.0031,0.0276
last_day_rch_amt_6,total_rech_num_6,-0.0502,-0.0537,-0.0223,0.0502,0.0537,0.0223
last_day_rch_amt_6,total_rech_num_7,-0.1155,-0.1244,-0.0567,0.1155,0.1244,0.0567
last_day_rch_amt_6,total_rech_num_8,-0.1252,-0.1386,-0.0441,0.1252,0.1386,0.0441
last_day_rch_amt_6,total_rech_amt_6,0.4438,0.4438,0.4491,0.4438,0.4438,0.4491
last_day_rch_amt_6,total_rech_amt_7,0.2646,0.2673,0.2363,0.2646,0.2673,0.2363
last_day_rch_amt_6,total_rech_amt_8,0.2628,0.2719,0.1817,0.2628,0.2719,0.1817
last_day_rch_amt_6,max_rech_amt_6,0.6874,0.6834,0.7164,0.6874,0.6834,0.7164
last_day_rch_amt_6,max_rech_amt_7,0.3543,0.353,0.3605,0.3543,0.353,0.3605
last_day_rch_amt_6,max_rech_amt_8,0.3931,0.4066,0.2981,0.3931,0.4066,0.2981
last_day_rch_amt_6,date_of_last_rech_6,0.0819,0.076,0.1103,0.0819,0.076,0.1103
last_day_rch_amt_6,date_of_last_rech_7,-0.039,-0.0693,0.0075,0.039,0.0693,0.0075
last_day_rch_amt_6,date_of_last_rech_8,-0.0336,-0.0545,-0.0235,0.0336,0.0545,0.0235
last_day_rch_amt_7,arpu_6,0.3094,0.3406,0.1043,0.3094,0.3406,0.1043
last_day_rch_amt_7,arpu_7,0.4007,0.3981,0.4022,0.4007,0.3981,0.4022
last_day_rch_amt_7,arpu_8,0.3712,0.3705,0.3297,0.3712,0.3705,0.3297
last_day_rch_amt_7,onnet_mou_6,0.0916,0.1009,0.0618,0.0916,0.1009,0.0618
last_day_rch_amt_7,onnet_mou_7,0.1305,0.1269,0.1579,0.1305,0.1269,0.1579
last_day_rch_amt_7,onnet_mou_8,0.1213,0.1125,0.1866,0.1213,0.1125,0.1866
last_day_rch_amt_7,offnet_mou_6,0.1755,0.196,0.056,0.1755,0.196,0.056
last_day_rch_amt_7,offnet_mou_7,0.224,0.2295,0.163,0.224,0.2295,0.163
last_day_rch_amt_7,offnet_mou_8,0.2023,0.2029,0.1394,0.2023,0.2029,0.1394
last_day_rch_amt_7,roam_ic_mou_6,0.0474,0.057,0.0259,0.0474,0.057,0.0259
last_day_rch_amt_7,roam_ic_mou_7,0.0507,0.0534,0.0739,0.0507,0.0534,0.0739
last_day_rch_amt_7,roam_ic_mou_8,0.0525,0.0581,0.0579,0.0525,0.0581,0.0579
last_day_rch_amt_7,roam_og_mou_6,0.0697,0.0697,0.1012,0.0697,0.0697,0.1012
last_day_rch_amt_7,roam_og_mou_7,0.1035,0.083,0.2508,0.1035,0.083,0.2508
last_day_rch_amt_7,roam_og_mou_8,0.1105,0.0799,0.3019,0.1105,0.0799,0.3019
last_day_rch_amt_7,loc_og_t2t_mou_6,0.0957,0.0974,0.053,0.0957,0.0974,0.053
last_day_rch_amt_7,loc_og_t2t_mou_7,0.1092,0.107,0.112,0.1092,0.107,0.112
last_day_rch_amt_7,loc_og_t2t_mou_8,0.106,0.1045,0.0851,0.106,0.1045,0.0851
last_day_rch_amt_7,loc_og_t2m_mou_6,0.2018,0.2092,0.0717,0.2018,0.2092,0.0717
last_day_rch_amt_7,loc_og_t2m_mou_7,0.2403,0.2429,0.1529,0.2403,0.2429,0.1529
last_day_rch_amt_7,loc_og_t2m_mou_8,0.2278,0.2308,0.1145,0.2278,0.2308,0.1145
last_day_rch_amt_7,loc_og_t2f_mou_6,0.1786,0.1835,0.0853,0.1786,0.1835,0.0853
last_day_rch_amt_7,loc_og_t2f_mou_7,0.2037,0.2028,0.2064,0.2037,0.2028,0.2064
last_day_rch_amt_7,loc_og_t2f_mou_8,0.1949,0.197,0.1437,0.1949,0.197,0.1437
last_day_rch_amt_7,loc_og_t2c_mou_6,0.0,0.001,-0.0082,0.0,0.001,0.0082
last_day_rch_amt_7,loc_og_t2c_mou_7,0.004,0.0025,0.012,0.004,0.0025,0.012
last_day_rch_amt_7,loc_og_t2c_mou_8,-0.0008,-0.0063,0.0376,0.0008,0.0063,0.0376
last_day_rch_amt_7,loc_og_mou_6,0.1963,0.2025,0.085,0.1963,0.2025,0.085
last_day_rch_amt_7,loc_og_mou_7,0.2292,0.2298,0.1726,0.2292,0.2298,0.1726
last_day_rch_amt_7,loc_og_mou_8,0.218,0.2202,0.1204,0.218,0.2202,0.1204
last_day_rch_amt_7,std_og_t2t_mou_6,0.0431,0.0525,0.0254,0.0431,0.0525,0.0254
last_day_rch_amt_7,std_og_t2t_mou_7,0.0799,0.0791,0.0948,0.0799,0.0791,0.0948
last_day_rch_amt_7,std_og_t2t_mou_8,0.0686,0.0647,0.0718,0.0686,0.0647,0.0718
last_day_rch_amt_7,std_og_t2m_mou_6,0.0551,0.0674,0.0196,0.0551,0.0674,0.0196
last_day_rch_amt_7,std_og_t2m_mou_7,0.0943,0.0948,0.0973,0.0943,0.0948,0.0973
last_day_rch_amt_7,std_og_t2m_mou_8,0.0793,0.0759,0.0765,0.0793,0.0759,0.0765
last_day_rch_amt_7,std_og_t2f_mou_6,0.087,0.0916,0.0179,0.087,0.0916,0.0179
last_day_rch_amt_7,std_og_t2f_mou_7,0.1056,0.1048,0.1067,0.1056,0.1048,0.1067
last_day_rch_amt_7,std_og_t2f_mou_8,0.1002,0.0986,0.1375,0.1002,0.0986,0.1375
last_day_rch_amt_7,std_og_mou_6,0.0657,0.0797,0.0307,0.0657,0.0797,0.0307
last_day_rch_amt_7,std_og_mou_7,0.1155,0.1153,0.1277,0.1155,0.1153,0.1277
last_day_rch_amt_7,std_og_mou_8,0.0982,0.0938,0.0966,0.0982,0.0938,0.0966
last_day_rch_amt_7,isd_og_mou_6,0.0954,0.1034,0.0156,0.0954,0.1034,0.0156
last_day_rch_amt_7,isd_og_mou_7,0.1268,0.1318,0.0771,0.1268,0.1318,0.0771
last_day_rch_amt_7,isd_og_mou_8,0.1113,0.1169,0.0393,0.1113,0.1169,0.0393
last_day_rch_amt_7,spl_og_mou_6,0.0052,0.007,-0.0049,0.0052,0.007,0.0049
last_day_rch_amt_7,spl_og_mou_7,0.0101,0.0073,0.0296,0.0101,0.0073,0.0296
last_day_rch_amt_7,spl_og_mou_8,0.001,-0.0058,0.0503,0.001,0.0058,0.0503
last_day_rch_amt_7,og_others_6,-0.0161,-0.0148,-0.0238,0.0161,0.0148,0.0238
last_day_rch_amt_7,og_others_7,0.0028,0.003,-0.0054,0.0028,0.003,0.0054
last_day_rch_amt_7,og_others_8,-0.0028,-0.0033,0.0071,0.0028,0.0033,0.0071
last_day_rch_amt_7,total_og_mou_6,0.1651,0.185,0.0533,0.1651,0.185,0.0533
last_day_rch_amt_7,total_og_mou_7,0.223,0.2258,0.1753,0.223,0.2258,0.1753
last_day_rch_amt_7,total_og_mou_8,0.2008,0.1984,0.1403,0.2008,0.1984,0.1403
last_day_rch_amt_7,loc_ic_t2t_mou_6,0.0414,0.0419,0.0135,0.0414,0.0419,0.0135
last_day_rch_amt_7,loc_ic_t2t_mou_7,0.0527,0.0504,0.0388,0.0527,0.0504,0.0388
last_day_rch_amt_7,loc_ic_t2t_mou_8,0.054,0.0508,0.0313,0.054,0.0508,0.0313
last_day_rch_amt_7,loc_ic_t2m_mou_6,0.1082,0.1117,0.0218,0.1082,0.1117,0.0218
last_day_rch_amt_7,loc_ic_t2m_mou_7,0.1342,0.1321,0.0816,0.1342,0.1321,0.0816
last_day_rch_amt_7,loc_ic_t2m_mou_8,0.1282,0.1263,0.0397,0.1282,0.1263,0.0397
last_day_rch_amt_7,loc_ic_t2f_mou_6,0.0705,0.0701,0.0293,0.0705,0.0701,0.0293
last_day_rch_amt_7,loc_ic_t2f_mou_7,0.0747,0.0713,0.086,0.0747,0.0713,0.086
last_day_rch_amt_7,loc_ic_t2f_mou_8,0.0756,0.0718,0.1076,0.0756,0.0718,0.1076
last_day_rch_amt_7,loc_ic_mou_6,0.106,0.1092,0.0268,0.106,0.1092,0.0268
last_day_rch_amt_7,loc_ic_mou_7,0.1295,0.1274,0.0774,0.1295,0.1274,0.0774
last_day_rch_amt_7,loc_ic_mou_8,0.1266,0.1244,0.0393,0.1266,0.1244,0.0393
last_day_rch_amt_7,std_ic_t2t_mou_6,0.032,0.036,0.0104,0.032,0.036,0.0104
last_day_rch_amt_7,std_ic_t2t_mou_7,0.0391,0.0406,0.0218,0.0391,0.0406,0.0218
last_day_rch_amt_7,std_ic_t2t_mou_8,0.0399,0.0376,0.0453,0.0399,0.0376,0.0453
last_day_rch_amt_7,std_ic_t2m_mou_6,0.039,0.0441,0.0052,0.039,0.0441,0.0052
last_day_rch_amt_7,std_ic_t2m_mou_7,0.0564,0.0548,0.0553,0.0564,0.0548,0.0553
last_day_rch_amt_7,std_ic_t2m_mou_8,0.0524,0.0498,0.043,0.0524,0.0498,0.043
last_day_rch_amt_7,std_ic_t2f_mou_6,0.0394,0.0403,0.0091,0.0394,0.0403,0.0091
last_day_rch_amt_7,std_ic_t2f_mou_7,0.0447,0.0438,0.0385,0.0447,0.0438,0.0385
last_day_rch_amt_7,std_ic_t2f_mou_8,0.041,0.0391,0.077,0.041,0.0391,0.077
last_day_rch_amt_7,std_ic_mou_6,0.0519,0.0582,0.0109,0.0519,0.0582,0.0109
last_day_rch_amt_7,std_ic_mou_7,0.0683,0.0679,0.0541,0.0683,0.0679,0.0541
last_day_rch_amt_7,std_ic_mou_8,0.0647,0.062,0.0547,0.0647,0.062,0.0547
last_day_rch_amt_7,total_ic_mou_6,0.1176,0.1234,0.0218,0.1176,0.1234,0.0218
last_day_rch_amt_7,total_ic_mou_7,0.1499,0.1454,0.119,0.1499,0.1454,0.119
last_day_rch_amt_7,total_ic_mou_8,0.1458,0.1389,0.1205,0.1458,0.1389,0.1205
last_day_rch_amt_7,spl_ic_mou_6,-0.0055,-0.0067,-0.0179,0.0055,0.0067,0.0179
last_day_rch_amt_7,spl_ic_mou_7,-0.0344,-0.041,0.0149,0.0344,0.041,0.0149
last_day_rch_amt_7,spl_ic_mou_8,-0.042,-0.0509,0.0031,0.042,0.0509,0.0031
last_day_rch_amt_7,isd_ic_mou_6,0.0375,0.0392,0.0225,0.0375,0.0392,0.0225
last_day_rch_amt_7,isd_ic_mou_7,0.0475,0.0451,0.0659,0.0475,0.0451,0.0659
last_day_rch_amt_7,isd_ic_mou_8,0.045,0.0433,0.0466,0.045,0.0433,0.0466
last_day_rch_amt_7,ic_others_6,0.008,0.0086,-0.0074,0.008,0.0086,0.0074
last_day_rch_amt_7,ic_others_7,0.012,0.0116,0.0077,0.012,0.0116,0.0077
last_day_rch_amt_7,ic_others_8,0.0116,0.0097,0.035,0.0116,0.0097,0.035
last_day_rch_amt_7,total_rech_num_6,-0.0495,-0.0468,-0.0554,0.0495,0.0468,0.0554
last_day_rch_amt_7,total_rech_num_7,-0.0407,-0.0568,0.0571,0.0407,0.0568,0.0571
last_day_rch_amt_7,total_rech_num_8,-0.0757,-0.1007,0.0682,0.0757,0.1007,0.0682
last_day_rch_amt_7,total_rech_amt_6,0.293,0.3162,0.1365,0.293,0.3162,0.1365
last_day_rch_amt_7,total_rech_amt_7,0.4851,0.486,0.4548,0.4851,0.486,0.4548
last_day_rch_amt_7,total_rech_amt_8,0.3017,0.2988,0.2708,0.3017,0.2988,0.2708
last_day_rch_amt_7,max_rech_amt_6,0.341,0.3511,0.2596,0.341,0.3511,0.2596
last_day_rch_amt_7,max_rech_amt_7,0.6609,0.6588,0.6667,0.6609,0.6588,0.6667
last_day_rch_amt_7,max_rech_amt_8,0.3624,0.3549,0.3738,0.3624,0.3549,0.3738
last_day_rch_amt_7,date_of_last_rech_6,0.0042,0.0032,-0.0177,0.0042,0.0032,0.0177
last_day_rch_amt_7,date_of_last_rech_7,0.0832,0.0625,0.1302,0.0832,0.0625,0.1302
last_day_rch_amt_7,date_of_last_rech_8,0.0044,-0.0544,0.0833,0.0044,0.0544,0.0833
last_day_rch_amt_7,last_day_rch_amt_6,0.3271,0.3274,0.32,0.3271,0.3274,0.32
last_day_rch_amt_8,arpu_6,0.2202,0.2466,0.0466,0.2202,0.2466,0.0466
last_day_rch_amt_8,arpu_7,0.2732,0.2753,0.1868,0.2732,0.2753,0.1868
last_day_rch_amt_8,arpu_8,0.3478,0.3238,0.4899,0.3478,0.3238,0.4899
last_day_rch_amt_8,onnet_mou_6,0.0627,0.077,0.0214,0.0627,0.077,0.0214
last_day_rch_amt_8,onnet_mou_7,0.089,0.0888,0.0915,0.089,0.0888,0.0915
last_day_rch_amt_8,onnet_mou_8,0.1229,0.1085,0.2161,0.1229,0.1085,0.2161
last_day_rch_amt_8,offnet_mou_6,0.1316,0.154,-0.0034,0.1316,0.154,0.0034
last_day_rch_amt_8,offnet_mou_7,0.1576,0.1647,0.0533,0.1576,0.1647,0.0533
last_day_rch_amt_8,offnet_mou_8,0.2033,0.1955,0.1432,0.2033,0.1955,0.1432
last_day_rch_amt_8,roam_ic_mou_6,0.0358,0.0418,0.0551,0.0358,0.0418,0.0551
last_day_rch_amt_8,roam_ic_mou_7,0.0291,0.0325,0.0774,0.0291,0.0325,0.0774
last_day_rch_amt_8,roam_ic_mou_8,0.048,0.0491,0.1143,0.048,0.0491,0.1143
last_day_rch_amt_8,roam_og_mou_6,0.0564,0.0552,0.1419,0.0564,0.0552,0.1419
last_day_rch_amt_8,roam_og_mou_7,0.0698,0.0533,0.2773,0.0698,0.0533,0.2773
last_day_rch_amt_8,roam_og_mou_8,0.1025,0.071,0.4035,0.1025,0.071,0.4035
last_day_rch_amt_8,loc_og_t2t_mou_6,0.0923,0.0941,0.0084,0.0923,0.0941,0.0084
last_day_rch_amt_8,loc_og_t2t_mou_7,0.1011,0.0976,0.0336,0.1011,0.0976,0.0336
last_day_rch_amt_8,loc_og_t2t_mou_8,0.1145,0.109,0.0392,0.1145,0.109,0.0392
last_day_rch_amt_8,loc_og_t2m_mou_6,0.1981,0.2017,0.02,0.1981,0.2017,0.02
last_day_rch_amt_8,loc_og_t2m_mou_7,0.226,0.2251,0.0466,0.226,0.2251,0.0466
last_day_rch_amt_8,loc_og_t2m_mou_8,0.2594,0.2533,0.083,0.2594,0.2533,0.083
last_day_rch_amt_8,loc_og_t2f_mou_6,0.1867,0.1888,0.0515,0.1867,0.1888,0.0515
last_day_rch_amt_8,loc_og_t2f_mou_7,0.1991,0.2001,0.0553,0.1991,0.2001,0.0553
last_day_rch_amt_8,loc_og_t2f_mou_8,0.2185,0.2164,0.0985,0.2185,0.2164,0.0985
last_day_rch_amt_8,loc_og_t2c_mou_6,-0.0132,-0.0129,-0.0192,0.0132,0.0129,0.0192
last_day_rch_amt_8,loc_og_t2c_mou_7,-0.0123,-0.0146,-0.0028,0.0123,0.0146,0.0028
last_day_rch_amt_8,loc_og_t2c_mou_8,-0.0023,-0.0101,0.0345,0.0023,0.0101,0.0345
last_day_rch_amt_8,loc_og_mou_6,0.1924,0.1961,0.0219,0.1924,0.1961,0.0219
last_day_rch_amt_8,loc_og_mou_7,0.2154,0.213,0.0541,0.2154,0.213,0.0541
last_day_rch_amt_8,loc_og_mou_8,0.2439,0.238,0.0706,0.2439,0.238,0.0706
last_day_rch_amt_8,std_og_t2t_mou_6,0.0129,0.0274,-0.0082,0.0129,0.0274,0.0082
last_day_rch_amt_8,std_og_t2t_mou_7,0.0381,0.0413,0.0318,0.0381,0.0413,0.0318
last_day_rch_amt_8,std_og_t2t_mou_8,0.0672,0.0587,0.0781,0.0672,0.0587,0.0781
last_day_rch_amt_8,std_og_t2m_mou_6,0.0082,0.0248,-0.0345,0.0082,0.0248,0.0345
last_day_rch_amt_8,std_og_t2m_mou_7,0.0316,0.0354,0.009,0.0316,0.0354,0.009
last_day_rch_amt_8,std_og_t2m_mou_8,0.0668,0.0585,0.0625,0.0668,0.0585,0.0625
last_day_rch_amt_8,std_og_t2f_mou_6,0.0968,0.0992,0.0242,0.0968,0.0992,0.0242
last_day_rch_amt_8,std_og_t2f_mou_7,0.1039,0.102,0.0975,0.1039,0.102,0.0975
last_day_rch_amt_8,std_og_t2f_mou_8,0.1182,0.1143,0.1513,0.1182,0.1143,0.1513
last_day_rch_amt_8,std_og_mou_6,0.0157,0.036,-0.0279,0.0157,0.036,0.0279
last_day_rch_amt_8,std_og_mou_7,0.0475,0.0521,0.0288,0.0475,0.0521,0.0288
last_day_rch_amt_8,std_og_mou_8,0.0893,0.0787,0.0928,0.0893,0.0787,0.0928
last_day_rch_amt_8,isd_og_mou_6,0.0679,0.0734,0.0114,0.0679,0.0734,0.0114
last_day_rch_amt_8,isd_og_mou_7,0.0739,0.0776,0.0222,0.0739,0.0776,0.0222
last_day_rch_amt_8,isd_og_mou_8,0.081,0.0782,0.189,0.081,0.0782,0.189
last_day_rch_amt_8,spl_og_mou_6,-0.0051,-0.0021,-0.0256,0.0051,0.0021,0.0256
last_day_rch_amt_8,spl_og_mou_7,-0.0053,-0.0062,-0.0105,0.0053,0.0062,0.0105
last_day_rch_amt_8,spl_og_mou_8,0.0018,-0.0091,0.0492,0.0018,0.0091,0.0492
last_day_rch_amt_8,og_others_6,-0.0177,-0.0164,-0.0208,0.0177,0.0164,0.0208
last_day_rch_amt_8,og_others_7,0.0023,0.0022,-0.004,0.0023,0.0022,0.004
last_day_rch_amt_8,og_others_8,0.0234,0.0237,0.0044,0.0234,0.0237,0.0044
last_day_rch_amt_8,total_og_mou_6,0.1195,0.1434,-0.0223,0.1195,0.1434,0.0223
last_day_rch_amt_8,total_og_mou_7,0.1534,0.159,0.0399,0.1534,0.159,0.0399
last_day_rch_amt_8,total_og_mou_8,0.2059,0.1926,0.1271,0.2059,0.1926,0.1271
last_day_rch_amt_8,loc_ic_t2t_mou_6,0.0416,0.0404,-0.0027,0.0416,0.0404,0.0027
last_day_rch_amt_8,loc_ic_t2t_mou_7,0.0464,0.0423,0.0077,0.0464,0.0423,0.0077
last_day_rch_amt_8,loc_ic_t2t_mou_8,0.061,0.0519,0.0364,0.061,0.0519,0.0364
last_day_rch_amt_8,loc_ic_t2m_mou_6,0.1086,0.1068,0.0052,0.1086,0.1068,0.0052
last_day_rch_amt_8,loc_ic_t2m_mou_7,0.1274,0.119,0.031,0.1274,0.119,0.031
last_day_rch_amt_8,loc_ic_t2m_mou_8,0.1426,0.1301,0.0417,0.1426,0.1301,0.0417
last_day_rch_amt_8,loc_ic_t2f_mou_6,0.0803,0.0772,0.0066,0.0803,0.0772,0.0066
last_day_rch_amt_8,loc_ic_t2f_mou_7,0.0848,0.0791,0.0248,0.0848,0.0791,0.0248
last_day_rch_amt_8,loc_ic_t2f_mou_8,0.0921,0.0833,0.0612,0.0921,0.0833,0.0612
last_day_rch_amt_8,loc_ic_mou_6,0.1079,0.1063,0.0048,0.1079,0.1063,0.0048
last_day_rch_amt_8,loc_ic_mou_7,0.1239,0.1162,0.0268,0.1239,0.1162,0.0268
last_day_rch_amt_8,loc_ic_mou_8,0.142,0.1293,0.0396,0.142,0.1293,0.0396
last_day_rch_amt_8,std_ic_t2t_mou_6,0.0164,0.0182,0.0188,0.0164,0.0182,0.0188
last_day_rch_amt_8,std_ic_t2t_mou_7,0.0227,0.0222,0.0156,0.0227,0.0222,0.0156
last_day_rch_amt_8,std_ic_t2t_mou_8,0.0335,0.0273,0.0594,0.0335,0.0273,0.0594
last_day_rch_amt_8,std_ic_t2m_mou_6,0.0206,0.0247,-0.0068,0.0206,0.0247,0.0068
last_day_rch_amt_8,std_ic_t2m_mou_7,0.0274,0.0243,0.0187,0.0274,0.0243,0.0187
last_day_rch_amt_8,std_ic_t2m_mou_8,0.0439,0.0359,0.0567,0.0439,0.0359,0.0567
last_day_rch_amt_8,std_ic_t2f_mou_6,0.039,0.0382,0.0041,0.039,0.0382,0.0041
last_day_rch_amt_8,std_ic_t2f_mou_7,0.044,0.0415,0.0125,0.044,0.0415,0.0125
last_day_rch_amt_8,std_ic_t2f_mou_8,0.0438,0.0392,0.0649,0.0438,0.0392,0.0649
last_day_rch_amt_8,std_ic_mou_6,0.0301,0.0343,0.0057,0.0301,0.0343,0.0057
last_day_rch_amt_8,std_ic_mou_7,0.0382,0.0356,0.0243,0.0382,0.0356,0.0243
last_day_rch_amt_8,std_ic_mou_8,0.0553,0.0464,0.0713,0.0553,0.0464,0.0713
last_day_rch_amt_8,total_ic_mou_6,0.1101,0.1103,-0.0007,0.1101,0.1103,0.0007
last_day_rch_amt_8,total_ic_mou_7,0.1266,0.1172,0.0301,0.1266,0.1172,0.0301
last_day_rch_amt_8,total_ic_mou_8,0.1574,0.1352,0.1573,0.1574,0.1352,0.1573
last_day_rch_amt_8,spl_ic_mou_6,-0.0144,-0.0187,-0.0213,0.0144,0.0187,0.0213
last_day_rch_amt_8,spl_ic_mou_7,-0.0462,-0.054,-0.006,0.0462,0.054,0.006
last_day_rch_amt_8,spl_ic_mou_8,-0.0639,-0.0804,0.068,0.0639,0.0804,0.068
last_day_rch_amt_8,isd_ic_mou_6,0.0304,0.032,0.0165,0.0304,0.032,0.0165
last_day_rch_amt_8,isd_ic_mou_7,0.0297,0.0295,0.0176,0.0297,0.0295,0.0176
last_day_rch_amt_8,isd_ic_mou_8,0.0416,0.0323,0.1392,0.0416,0.0323,0.1392
last_day_rch_amt_8,ic_others_6,0.0044,0.0042,-0.0069,0.0044,0.0042,0.0069
last_day_rch_amt_8,ic_others_7,0.0088,0.0073,0.0056,0.0088,0.0073,0.0056
last_day_rch_amt_8,ic_others_8,0.0089,0.0057,0.0231,0.0089,0.0057,0.0231
last_day_rch_amt_8,total_rech_num_6,-0.0745,-0.0736,-0.0583,0.0745,0.0736,0.0583
last_day_rch_amt_8,total_rech_num_7,-0.0812,-0.0987,-0.0047,0.0812,0.0987,0.0047
last_day_rch_amt_8,total_rech_num_8,-0.0726,-0.1088,0.0914,0.0726,0.1088,0.0914
last_day_rch_amt_8,total_rech_amt_6,0.23,0.2513,0.0899,0.23,0.2513,0.0899
last_day_rch_amt_8,total_rech_amt_7,0.2569,0.2587,0.1611,0.2569,0.2587,0.1611
last_day_rch_amt_8,total_rech_amt_8,0.4258,0.4059,0.5341,0.4258,0.4059,0.5341
last_day_rch_amt_8,max_rech_amt_6,0.3726,0.3898,0.2321,0.3726,0.3898,0.2321
last_day_rch_amt_8,max_rech_amt_7,0.3793,0.3863,0.2739,0.3793,0.3863,0.2739
last_day_rch_amt_8,max_rech_amt_8,0.6968,0.6924,0.6758,0.6968,0.6924,0.6758
last_day_rch_amt_8,date_of_last_rech_6,0.0067,0.003,-0.0376,0.0067,0.003,0.0376
last_day_rch_amt_8,date_of_last_rech_7,0.0126,-0.0256,0.017,0.0126,0.0256,0.017
last_day_rch_amt_8,date_of_last_rech_8,0.1169,0.0862,0.1227,0.1169,0.0862,0.1227
last_day_rch_amt_8,last_day_rch_amt_6,0.328,0.3374,0.25,0.328,0.3374,0.25
last_day_rch_amt_8,last_day_rch_amt_7,0.3165,0.3108,0.3169,0.3165,0.3108,0.3169
vol_2g_mb_6,arpu_6,0.0899,0.0932,0.0706,0.0899,0.0932,0.0706
vol_2g_mb_6,arpu_7,0.0585,0.0606,0.0247,0.0585,0.0606,0.0247
vol_2g_mb_6,arpu_8,0.0448,0.0463,-0.0101,0.0448,0.0463,0.0101
